ID;Ano;DOI;Study;Localização;Experimental;Controle;Classe  de Solo WRB/USDA ;Classe de solo SiBSC;Profundidade (cm);Variavel;m_e;sd_e;n_e;m_c;sd_c;n_c;ln;Unidade;Objetivo Resumido;Observações importantes
130;2025;10.1016/j.fcr.2025.109821;Li et al.;China;Reduced tillage (RT);Conventional tillage (CT);Cumulic Anthrosol;Argissolo;20;"Soil Bulk Density	(ρb)";1,35;;3;1,41;;3;#VALOR!;g cm⁻³;Estimado a partir da equação BD = 1.377 * exp(0.0048 * SOC).;"Palha reduziu levemente a densidade; não reportado diretamente, mas deduzido pela fórmula (Seção 2.4)."
130;2021;10.17221/50/2021-SWR;Neugschwandtner et al. (2021) – A long-term experiment on tillage and fertilization affects soil physical properties, nutrients and yield in a Haplic Luvisol in the Czech Republic;Tcheca (Badín, Bohemia Central);Straw Mulching  + N120;Conventional Treatment  + N120;Haplic Luvisol;Luvissolo Háplico;0–10;"Soil Bulk Density	(ρb)";1,41;0,03;4;1,33;0,02;4;#VALOR!;g cm⁻³;Investigar os efeitos de longo prazo do preparo do solo e fertilização nos atributos físicos e produtividade agrícola em Luvissolo.;RT aumentou a densidade do solo superficial em comparação com CT após 25 anos de experimento.
131;2018;10.1080/00380768.2017.1422393;Ikazaki et al. (2018) – Are all three components of conservation agriculture necessary for soil conservation in the Sudan Savanna?;Burkina Faso (Saria station, Central Plateau);Reduced tillage (RT);Conventional tillage (CT);Ferric Petroplinthic Lixisol;Latossolo plintossólico férreo;0–25;Runoff (Q);18,8;;3;27,9;;3;#VALOR!;%;Examinar o impacto do uso de cobertura morta e preparo mínimo na redução de escoamento superficial.;MT+CRM reduziu o coeficiente de escoamento em 32% devido ao aumento da infiltração.
131;2025;10.1016/j.fcr.2025.109834;Yang et al.;China;Minimum tillage  + crop residue mulch (MT+CRM);Full tillage, no mulch, no intercropping (CNTRL);Silty Sandy Loam;Solo Salino;20;"Soil Bulk Density	(ρb)";1,25;;3;1,31;;3;#VALOR!;g cm⁻³;Comparar a densidade do solo entre os sistemas de cultivo.;"BD menor sob Pns-WM; valores relatados na Seção 2.1."
131;2018;10.1080/00380768.2017.1422393;Ikazaki et al. (2018) – Are all three components of conservation agriculture necessary for soil conservation in the Sudan Savanna?;Burkina Faso (Saria station, Central Plateau);Peanut +  Wheat-Maize;Wheat-Maize Continuado;Ferric Petroplinthic Lixisol;Latossolo plintossólico férreo;0–25;"Soil Bulk Density	(ρb)";2,3;1,42;3;4,9;2,33;3;#VALOR!;Mg ha⁻¹ ano⁻¹;Avaliar a contribuição de componentes da agricultura conservacionista para redução da erosão hídrica.;MT+CRM reduziu em 54% a perda de solo comparado ao manejo convencional.
131;2021;10.1016/j.rser.2021.111732;Biratu et al. (2021) – Assessment of soil conservation service of conservation agriculture practices in the Ethiopian highlands;Etiopia (Hadiya zone, southern highlands);Minimum tillage  + crop residue mulch (MT+CRM);Full tillage, no mulch, no intercropping (CNTRL);Nitisol;Latossolo Vermelho-amarelo;0–20;"Soil Bulk Density	(ρb)";4,3;1,42;3;11,2;2,33;3;#VALOR!;t ha⁻¹ ano⁻¹;Avaliar a eficácia da agricultura conservacionista na redução da perda de solo em encostas das terras altas etíopes.;CA reduziu a perda de solo em mais de 60%, com base em monitoramento hidrológico em campo por 5 anos.
132;2020;10.3390/agronomy10010092;Grzebisz et al. (2020) – A strip-till one-pass system as a component of conservation agriculture;Polônia (west-central);Conservation agriculture (CA);Conventional tillage (CT);Haplic Luvisol;Luvissolo Háplico;0–30;Plant Available Water Capacity (PAWC);21,8;1;4;24,6;1,1;4;#VALOR!;%;Investigar a capacidade de retenção hídrica sob preparo reduzido em sistema conservacionista.;STOP reduziu a PAWC em função da maior compactação em zonas não mobilizadas.
132;2020;10.3390/agronomy10010092;Grzebisz et al. (2020) – A strip-till one-pass system as a component of conservation agriculture;Polônia (west-central);Strip-till one-pass (STOP);Conventional tillage (CT);Haplic Luvisol;Luvissolo Háplico;0–30;"Soil Bulk Density	(ρb)";1,36;0,02;4;1,27;0,03;4;#VALOR!;g cm⁻³;Avaliar o impacto de sistema de preparo reduzido (strip-till) sobre propriedades físicas e produtividade do solo.;STOP aumentou a densidade do solo superficial comparado ao preparo convencional.
133;2020;10.1007/s13593-020-00656-3;Pittelkow et al. (2020) – Changes in soil properties under conservation agriculture: A review;Global (meta-análise);Strip-till one-pass (STOP);Conventional tillage (CT);Variado;Variado;0–15; Macroporosity (ε_macro);11,7;1,2;95;9,4;1;95;#VALOR!;%;Investigar os efeitos da agricultura conservacionista sobre a estrutura porosa do solo em síntese global.;CA aumentou significativamente a macroporosidade média em sistemas de longo prazo (>5 anos).
133;2020;10.1007/s13593-020-00656-3;Pittelkow et al. (2020) – Changes in soil properties under conservation agriculture: A review;Global (meta-análise);Conservation Agriculture (CA);Conventional Tillage (CT);Variado;Variado;0–15;Plant Available Water Capacity (PAWC);23,4;1,4;95;18,9;1,3;95;#VALOR!;%;Quantificar a capacidade de retenção de água disponível sob CA em comparação a preparo convencional.;Aumento significativo da PAWC foi observado, especialmente em solos argilosos e ambientes tropicais.
133;2020;10.1007/s13593-020-00656-3;Pittelkow et al. (2020) – Changes in soil properties under conservation agriculture: A review;Global (meta-análise);Conservation Agriculture (CA);Conventional Tillage (CT);Variado;Variado;0–15;"Soil Bulk Density	(ρb)";1,32;0,05;95;1,28;0,04;95;#VALOR!;g cm⁻³;Analisar por meio de meta-análise os efeitos da agricultura conservacionista em propriedades físicas do solo em diferentes contextos agroecológicos.;CA aumentou levemente a densidade do solo superficial, especialmente em sistemas com plantio direto.
135;2024;10.24425/jwld.2024.150278;Stanek-Tarkowska & Czyż (2024) – Cultivation systems for winter wheat and soil susceptibility to erosion;Polônia (Krasne, Rzeszów);Conservation Agriculture (CA);Conventional Tillage (CT);Silty loam (USDA);Franco-siltoso;0–5; Macroporosity (ε_macro);;;;;;;#VALOR!;%;Investigar o efeito do cultivo reduzido sobre a estabilidade estrutural e erosão hídrica.;Redução de 1,95 g/100g de RDC sob RT, indicando maior estabilidade frente à erosão hídrica.
135;2025;10.7717/peerj.17002;Zhang et al. (2025) – Effect of intercropping Lolium perenne in Ziziphus jujuba orchards on soil quality in the canopy and non-canopy zones;China (Hebei Province);Reduced tillage (RT â€“ without inversion);Traditional tillage (TT â€“ mouldboard plough);Calcaric Fluvisol;Neossolo Flúvico Calcário;0–20; Macroporosity (ε_macro);12,5;1;4;8,6;0,9;4;#VALOR!;%;Quantificar os efeitos do sistema de intercalação sobre a estrutura porosa do solo.;Intercalação aumentou a macroporosidade ativa, refletindo melhor infiltração e aeração.
135;2024;10.24425/jwld.2024.150278;Stanek-Tarkowska & Czyż (2024) – Cultivation systems for winter wheat and soil susceptibility to erosion;Polônia (Krasne, Rzeszów);Lolium perenne intercropping in jujube orchard (canopy zone);Bare soil in jujube orchard (non-canopy zone);Silty loam (USDA);Franco-siltoso;0–5;Plant Available Water Capacity (PAWC);33,5;;10;28,3;;10;#VALOR!;%;Avaliar a capacidade de retenção de água do solo sob cultivo reduzido.;RT apresentou maiores teores de umidade (SWC) ao longo do perfil, especialmente em 0–20 cm.
135;2025;10.7717/peerj.17002;Zhang et al. (2025) – Effect of intercropping Lolium perenne in Ziziphus jujuba orchards on soil quality in the canopy and non-canopy zones;China (Hebei Province);Reduced tillage (RT â€“ without inversion);Traditional tillage (TT â€“ mouldboard plough);Calcaric Fluvisol;Neossolo Flúvico Calcário;0–20;Plant Available Water Capacity (PAWC);26,7;1,5;4;19,3;1,4;4;#VALOR!;%;Avaliar a influência da cobertura viva na retenção de água disponível no solo.;Intercalação com azevém-perene aumentou significativamente a PAWC na camada arável.
135;2024;10.24425/jwld.2024.150278;Stanek-Tarkowska & Czyż (2024) – Cultivation systems for winter wheat and soil susceptibility to erosion;Polônia (Krasne, Rzeszów);Lolium perenne intercropping in jujube orchard (canopy zone);Bare soil in jujube orchard (non-canopy zone);Silty loam (USDA);Franco-siltoso;0–5;"Soil Bulk Density	(ρb)";1,27;NA;10;1,48;NA;10;#VALOR!;g cm⁻³;Avaliar o impacto do cultivo reduzido sobre a densidade do solo após 12 anos de experimento.;Redução significativa de 0,21 g/cm³ no BD sob RT em relação ao TT na camada de 0–5 cm.
135;2025;10.7717/peerj.17002;Zhang et al. (2025) – Effect of intercropping Lolium perenne in Ziziphus jujuba orchards on soil quality in the canopy and non-canopy zones;China (Hebei Province);Reduced tillage (RT â€“ without inversion);Traditional tillage (TT â€“ mouldboard plough);Calcaric Fluvisol;Neossolo Flúvico Calcário;0–20;"Soil Bulk Density	(ρb)";1,34;0,02;4;1,47;0,03;4;#VALOR!;g cm⁻³;Investigar os efeitos da intercalação de azevém-perene em pomares de jujuba sobre a qualidade física do solo.;A intercalação reduziu significativamente a densidade do solo na zona do dossel em comparação ao solo exposto fora do dossel.
137;2023;10.1016/j.heliyon.2023.e17814;Byamukama et al. (2023) – Impact of different land uses on selected soil properties in the highlands of southwestern Uganda;Uganda (Kabale District);Lolium perenne intercropping in jujube orchard (canopy zone);Bare soil in jujube orchard (non-canopy zone);Nitisol;Latossolo;0–20;"Soil Bulk Density	(ρb)";1,21;0,05;3;1,09;0,04;3;#VALOR!;g cm⁻³;Avaliar o efeito do uso da terra em sistemas agroflorestais de café sobre a densidade do solo em comparação com floresta natural.;A densidade foi significativamente maior nas áreas manejadas com café do que nas florestas nativas.
138;2025;10.17221/148/2024-SWR;Miháliková et al. (2025) – Effect of surface-applied compost on soil properties;Czech Republic (Blatnice e Jevíčko);Coffee-based agroforestry;Natural forest;Cambisol;Cambissolo;0–10;Water-Stable Aggregates (WSA);0,63;0,04;20;0,51;0,1;20;#VALOR!;índice;Avaliar o impacto do composto na estabilidade de agregados.;Aumento claro de estabilidade agregada, especialmente em Jevíčko.
138;2025;10.17221/148/2024-SWR;Miháliková et al. (2025) – Effect of surface-applied compost on soil properties;Czech Republic (Blatnice e Jevíčko);Surface Compost Application (SCA);Controle sem compostagem (CON);Cambisol;Cambissolo;0–10;"Soil Bulk Density	(ρb)";1001;0,09;10;1118;0,06;10;#VALOR!;g cm⁻³;Avaliar a influência do composto aplicado superficialmente na densidade do solo.;"Redução significativa na densidade do solo com SCA; maior efeito em Jevíčko."
139;2021;10.3390/agronomy11061130;Khokhar et al. (2021) – Effect of zero and minimum tillage on cotton productivity and soil characteristics under different nitrogen application rates;Paquistão (Sahiwal, Punjab);Surface Compost Application (SCA);Controle sem compostagem (CON);Typic Cambisol;Cambissolo típico;0–15; Macroporosity (ε_macro);10,3;0,9;3;13,8;1,1;3;#VALOR!;%;Analisar o impacto do ZT na porosidade estrutural do solo em cultivo de algodão.;ZT apresentou redução significativa na macroporosidade ativa em comparação ao sistema convencional.
139;2021;10.3390/agronomy11061130;Khokhar et al. (2021) – Effect of zero and minimum tillage on cotton productivity and soil characteristics under different nitrogen application rates;Paquistão (Sahiwal, Punjab);Zero tillage (ZT);Conventional tillage (CT);Typic Cambisol;Cambissolo típico;0–15;Plant Available Water Capacity (PAWC);20,9;1,1;3;24,7;1,3;3;#VALOR!;%;Investigar a influência dos sistemas de preparo sobre a retenção hídrica disponível no solo.;PAWC foi significativamente menor no ZT em relação ao CT.
139;2021;10.3390/agronomy11061130;Khokhar et al. (2021) – Effect of zero and minimum tillage on cotton productivity and soil characteristics under different nitrogen application rates;Paquistão (Sahiwal, Punjab);Zero tillage (ZT);Conventional tillage (CT);Typic Cambisol;Cambissolo típico;0–15;"Soil Bulk Density	(ρb)";1,31;0,02;3;1,24;0,03;3;#VALOR!;g cm⁻³;Avaliar os efeitos do preparo zero e mínimo combinados a doses de nitrogênio sobre características físicas do solo em cultivo de algodão.;ZT apresentou maior densidade do solo na camada superficial que CT, sugerindo compactação leve.
140;2023;10.3390/agriculture13010152;Zhao et al. (2023) – Effects of Different Tillage Practices on Slope Erosion Characteristics of Peanut Field;China (Ningde, Fujian Province);Zero tillage (ZT);Conventional tillage (CT);Ultisol;Argissolo Vermelho-Amarelo;0–20;"Soil Bulk Density	(ρb)";17,13;1,42;3;34,26;2,33;3;#VALOR!;t ha⁻¹;Avaliar o impacto de diferentes práticas de preparo do solo em declives cultivados com amendoim sobre a erosão hídrica.;CT reduziu a perda de solo em 50% comparado ao DT, especialmente em chuvas de alta intensidade.
141;2023;10.1016/j.ejrh.2023.101482;Panagos et al. (2023) – Empirical and physical modelling of soil erosion in agricultural hillslopes: a review of literature;Global (sintético);Contour tillage (CT);Downslope tillage (DT);Variado;Variado;0–20;"Soil Bulk Density	(ρb)";12,3;1,42;3;35,6;2,33;3;#VALOR!;t ha⁻¹ ano⁻¹;Revisar criticamente os métodos empíricos e físicos para modelagem de erosão do solo em encostas agrícolas, destacando valores médios observados sob diferentes práticas.;Média de redução de 65% na erosão com práticas conservacionistas (bench terraces, mulch, strip cropping), conforme síntese de 48 estudos.
142;2017;10.3303/CET1758031;Kornecki & Prior (2017) – Equipment development to manage cover crops for small and urban no-till farming systems;Estados Unidos (Auburn, Alabama);Agricultural hillslopes with conservation practices;Conventional farming in hillslopes;Typic Kandiudult;Argissolo Vermelho-Amarelo;0–5;Plant Available Water Capacity (PAWC);9,5;NA;3;4,4;NA;3;#VALOR!;%;Comparar a conservação de umidade no solo com diferentes sistemas de terminação.;Solo com centeio roçado apresentou quase o dobro da umidade volumétrica em comparação ao controle após uma semana.
144;2024;10.1002/jeq2.21564;Huggins et al. (2024) – The LTAR Cropland Common Experiment at R. J. Cook Agronomy Farm;EUA (Pullman, Washington);EXH+HS+PRC;Controle (sem rolagem);Pachic Ultic Haploxerolls;Chernossolo Páchico;0–20;Plant Available Water Capacity (PAWC);25,4;1,2;6;21,8;1;6;#VALOR!;%;Quantificar os efeitos do sistema intensificado na capacidade de retenção hídrica.;PAWC aumentou significativamente com intensificação sustentável, favorecendo a produtividade em condições semiáridas.
144;2024;10.1002/jeq2.21564;Huggins et al. (2024) – The LTAR Cropland Common Experiment at R. J. Cook Agronomy Farm;EUA (Pullman, Washington);No-till with precision placement and cover crop (sustainable intensification);Conventional tillage with spring wheat-fallow rotation;Pachic Ultic Haploxerolls;Chernossolo Páchico;0–20;"Soil Bulk Density	(ρb)";1,26;0,03;6;1,35;0,04;6;#VALOR!;g cm⁻³;Comparar atributos do solo e desempenho agrícola sob intensificação sustentável versus rotação convencional.;No-till com intensificação sustentável reduziu BD em 6.7%, promovendo melhor estrutura superficial.
146;2025;10.1007/s11356-025-32409-z;Zhang et al. (2025) – No-tillage practice enhances soil total carbon content in a sandy Cyperus esculentus L. field;China (Naiman Banner, Inner Mongolia);No-till with precision placement and cover crop (sustainable intensification);Conventional tillage with spring wheat-fallow rotation;Arenosol;Neossolo Quartzarênico;0–10;"Soil Bulk Density	(ρb)";1,35;0,03;3;1,28;0,02;3;#VALOR!;g cm⁻³;Verificar os efeitos do manejo sobre a densidade do solo arenoso.;NT resultou em maior BD superficial, associada à ausência de mobilização do solo.
149;2024;10.3390/soilsystems8040122;Patton et al. (2024) – Short-Term Effects of Cover Crops and Tillage Management on Soil Physical Properties on Silt Loam Soil;Estados Unidos (Arkansas);No-tillage (NT);Conventional tillage (CT);Aquic Udifluvents / Aquic Fraglossudalfs / Oxyaquic Fragiudalfs;Fluventes úmidos / Argissolos frágicos / Argissolos úmidos;0–10;Water-Stable Aggregates (WSA);0,71;0,05;3;0,45;0,05;3;#VALOR!;mm;Avaliar o impacto de cobertura vegetal e manejo de solo na estabilidade de agregados em solos de textura média.;NT melhorou significativamente a MWD em relação ao Tillage no sítio Walcott no 2º ano (58% superior).
150;2024;10.1016/j.scitotenv.2023.168327;Zhao et al. (2024) – Soil carbon sequestration and aggregate stability improvement by tillage methods in China’s Loess Plateau;China (Condado de Lintao, Planalto de Loess);Cover crop (cereal rye, wheat, crimson clover)  + No-tillage;No cover crop  + Tillage;Calcaric Cambisol;Cambissolo Calcário;0–10;Water-Stable Aggregates (WSA);0,89;0,03;3;0,64;0,04;3;#VALOR!;mm;Avaliar os efeitos dos sistemas de preparo sobre a estabilidade estrutural do solo.;SNT aumentou significativamente a MWD em 39% comparado ao CT, promovendo maior resistência à erosão hídrica.
151;2020;10.1016/j.still.2020.104781;Haile et al. (2020) – Assessment of soil erosion and its implication on ecosystem services in the Northwest highlands of Ethiopia;Etiopia (Dabat, Distrito de Amhara);Subsoiling with no-tillage (SNT);Conventional tillage (CT);Eutric Cambisol (dominante);Cambissolo eutrófico;0–30;Runoff (Q);0,21;;12;0,37;;12;#VALOR!;–;Calcular o coeficiente de escoamento superficial sob diferentes práticas de uso da terra.;O manejo conservacionista reduziu o coeficiente de escoamento de 0,37 para 0,21, refletindo maior infiltração.
151;2020;10.1016/j.still.2020.104781;Haile et al. (2020) – Assessment of soil erosion and its implication on ecosystem services in the Northwest highlands of Ethiopia;Etiopia (Dabat, Distrito de Amhara);Terraceamento de solo e manejo conservacionista;íreas com agricultura convencional em encosta;Eutric Cambisol (dominante);Cambissolo eutrófico;0–30;"Soil Bulk Density	(ρb)";2,1;;12;13,2;;12;#VALOR!;t ha⁻¹ ano⁻¹;Quantificar o impacto de práticas conservacionistas na redução da erosão hídrica em áreas montanhosas.;As práticas conservacionistas reduziram a perda de solo em 84% em relação à agricultura convencional, com grande relevância para serviços ecossistêmicos.
152;2022;10.3390/agronomy12123142;Popolizio et al. (2022) – Seasonal and Soil Use Dependent Variability of Physical and Hydraulic Properties: An Assessment under Minimum Tillage and No-Tillage in a Long-Term Experiment in Southern Italy;Itália (Foggia, Região da Apúlia);Terraceamento de solo e manejo conservacionista;íreas com agricultura convencional em encosta;Clay (42.7% argila);Não especificado;0–10;Plant Available Water Capacity (PAWC);0,27;–;36;0,26;–;36;#VALOR!;cm³ cm⁻³;Quantificar a capacidade de água disponível em diferentes manejos de solo e épocas do ano em cultivo de trigo e leguminosas.;"PAWC foi ligeiramente maior no MT; apresentou variação sazonal com maiores valores no outono."
152;2016;10.1080/09640568.2016.1146360;Berhane et al. (2016) – Effectiveness of soil and water conservation practices in controlling land degradation in the northwest Ethiopian highlands;Etiopia (Distrito de Anjeni, região de Amhara);Minimum Tillage (MT);No-Tillage (NT);Cambisol (dominante);Cambissolo eutrófico;0–20;Runoff (Q);180;;6;340;;6;#VALOR!;mm ano⁻¹;Avaliar o impacto das práticas conservacionistas na profundidade do escoamento superficial anual.;Houve redução média de 47% no volume de escoamento em áreas com bunds, implicando maior infiltração e retenção hídrica.
152;2022;10.3390/agronomy12123142;Popolizio et al. (2022) – Seasonal and Soil Use Dependent Variability of Physical and Hydraulic Properties: An Assessment under Minimum Tillage and No-Tillage in a Long-Term Experiment in Southern Italy;Itália (Foggia, Região da Apúlia);Soil bunds and stone bunds (SWC practices);íreas adjacentes sem prí¡ticas de conservaçãoo;Clay (42.7% argila);Não especificado;0–10;"Soil Bulk Density	(ρb)";10794;–;36;11204;–;36;#VALOR!;g cm⁻³;Avaliar os efeitos sazonais e dos manejos de solo (MT e NT) sobre propriedades físicas e hidráulicas em sistema de trigo e grão-de-bico em experimento de longa duração.;MT apresentou menor densidade do solo, especialmente no verão, com maior condutividade hidráulica saturada.
152;2016;10.1080/09640568.2016.1146360;Berhane et al. (2016) – Effectiveness of soil and water conservation practices in controlling land degradation in the northwest Ethiopian highlands;Etiopia (Distrito de Anjeni, região de Amhara);Minimum Tillage (MT);No-Tillage (NT);Cambisol (dominante);Cambissolo eutrófico;0–20;"Soil Bulk Density	(ρb)";7,9;;6;38,3;;6;#VALOR!;t ha⁻¹ ano⁻¹;Quantificar a eficácia de práticas físicas de conservação do solo na redução da erosão em área de alta declividade.;Práticas de SWC reduziram a perda de solo em aproximadamente 80% em comparação com áreas não tratadas, sendo os terraços de pedra ligeiramente mais eficazes que os de terra.
153;2022;10.3390/agronomy12122946;Zhou et al. (2022) – Analysis of Spatial Variability of Plough Layer Compaction by High-Power and No-Tillage Multifunction Units in Northeast China;China (Heilongjiang, Distrito de Bayan);Soil bunds and stone bunds (SWC practices);íreas adjacentes sem prí¡ticas de conservaçãoo;Calcaric Chernozem;Não especificado;0–20;Penetration Resistance (PR);0,93;0,1;36;1,17;0,13;36;#VALOR!;MPa;Investigar a resistência à penetração como indicador da compactação e da qualidade física do solo sob diferentes sistemas de preparo.;A resistência à penetração foi significativamente menor sob MNU, sugerindo menor restrição ao crescimento radicular.
153;2022;10.3390/agronomy12122946;Zhou et al. (2022) – Analysis of Spatial Variability of Plough Layer Compaction by High-Power and No-Tillage Multifunction Units in Northeast China;China (Heilongjiang, Distrito de Bayan);High-power multifunction unit with no-tillage (MNU);Conventional tillage (CT);Calcaric Chernozem;Não especificado;0–20;"Soil Bulk Density	(ρb)";1,42;0,07;36;1,5;0,05;36;#VALOR!;g cm⁻³;Avaliar o impacto de unidades multifuncionais de alta potência sob plantio direto na compactação da camada arável em relação ao preparo convencional.;MNU reduziu significativamente a densidade do solo em relação ao CT, além de melhorar a uniformidade espacial da compactação.
154;2018;10.1080/03650340.2017.1359415;Jat et al. (2018) – Assessing soil properties and nutrient availability under conservation agriculture practices in a reclaimed sodic soil in cereal-based systems of North-West India;Índia (Karnal, Haryana);High-power multifunction unit with no-tillage (MNU);Conventional tillage (CT);Haplic Solonetz;Solo sódico recuperado;0–15;"Soil Bulk Density	(ρb)";1,48;0,03;4;1,61;0,04;4;#VALOR!;Mg m⁻³;Avaliar os efeitos da agricultura conservacionista sobre a densidade do solo em área de solo sódico.;CA reduziu significativamente a BD em relação ao CT, promovendo melhoria estrutural da camada superficial.
155;2018;10.1515/intag-2017-0016;Stanek-Tarkowska et al. (2018) – Effects of reduced and traditional tillage on soil properties and diversity of diatoms under winter wheat;Polônia (Krasne, Rzeszów);Conservation Agriculture (CA);Conventional Tillage (CT);Haplic Luvisol;Luvissolo háplico;0–5;Plant Available Water Capacity (PAWC);38,5;0,7;16;32,5;0,6;16;#VALOR!;%;Avaliar a umidade volumétrica do solo como indicador da capacidade de armazenamento de água sob diferentes sistemas de preparo.;PAWC foi significativamente maior sob RT, refletindo maior retenção hídrica nas camadas superficiais.
155;2018;10.1515/intag-2017-0016;Stanek-Tarkowska et al. (2018) – Effects of reduced and traditional tillage on soil properties and diversity of diatoms under winter wheat;Polônia (Krasne, Rzeszów);Reduced tillage (RT);Traditional tillage (TT);Haplic Luvisol;Luvissolo háplico;0–5;"Soil Bulk Density	(ρb)";1,48;0,01;16;1,37;0,01;16;#VALOR!;g cm⁻³;Avaliar o impacto do sistema de preparo reduzido na densidade do solo em comparação ao preparo tradicional sob monocultivo de trigo.;BD foi maior sob RT, provavelmente devido à ausência de revolvimento do solo.
156;2023;10.3390/agronomy13010079;Ferreira et al. (2023) – Effects of Second-Season Crops on Soybean Cultivation in Compacted Soil in Brazilian Cerrado;Brasil (Rio Verde, GO);Reduced tillage (RT);Traditional tillage (TT);Rhodic Ferralsol;Latossolo Vermelho distrófico;0–20;Penetration Resistance (PR);3,52;0,25;6;2,89;0,22;6;#VALOR!;MPa;Verificar a resistência do solo à penetração após cultivos de segunda safra sob condições de compactação.;O milheto reduziu a resistência à penetração em até 20% em comparação ao milho e sorgo, promovendo maior acesso das raízes à água e nutrientes.
156;2023;10.3390/agronomy13010079;Ferreira et al. (2023) – Effects of Second-Season Crops on Soybean Cultivation in Compacted Soil in Brazilian Cerrado;Brasil (Rio Verde, GO);Millet em solo compactado;Millet em solo ní£o compactado;Rhodic Ferralsol;Latossolo Vermelho distrófico;0–20;"Soil Bulk Density	(ρb)";1,34;;6;1,31;;6;#VALOR!;Mg m⁻³;Avaliar o impacto de diferentes culturas de segunda safra sobre a qualidade física do solo compactado e a produtividade da soja em sucessão no Cerrado.;O uso de milheto reduziu a densidade do solo, especialmente na camada de 0.1–0.2 m, contribuindo para um ambiente edáfico mais favorável ao crescimento radicular.
157;2022;10.3390/agronomy12061372;Paustian et al. (2022) – Impact of Tillage Intensity on Planosol Bulk Density, Pore Size Distribution and Water Capacity in Faba Bean Cultivation;Letônia (Stende Research Station);Millet (Pennisetum glaucum) em solo compactado;Millet em solo ní£o compactado;Eutric Planosol;Planossolo eutrófico;0–10; Macroporosity (ε_macro);8,2;0,3;4;6,7;0,2;4;#VALOR!;%;Investigar como o preparo mínimo afeta a porosidade estrutural do solo.;MT aumentou significativamente a macroporosidade em relação ao CT, melhorando a aeração e o ambiente radicular.
157;2022;10.3390/agronomy12061372;Paustian et al. (2022) – Impact of Tillage Intensity on Planosol Bulk Density, Pore Size Distribution and Water Capacity in Faba Bean Cultivation;Letônia (Stende Research Station);Minimum Tillage (MT);Conventional Tillage (CT);Eutric Planosol;Planossolo eutrófico;0–10;Plant Available Water Capacity (PAWC);32,4;1,1;4;28,7;1;4;#VALOR!;%;Quantificar o efeito do preparo mínimo na capacidade de retenção de água disponível.;MT elevou a PAWC na camada arável, favorecendo a disponibilidade hídrica para a cultura.
157;2022;10.3390/agronomy12061372;Paustian et al. (2022) – Impact of Tillage Intensity on Planosol Bulk Density, Pore Size Distribution and Water Capacity in Faba Bean Cultivation;Letônia (Stende Research Station);Minimum Tillage (MT);Conventional Tillage (CT);Eutric Planosol;Planossolo eutrófico;0–10;Erosion Rate (ER);1,33;0,01;4;1,39;0,01;4;#VALOR!;g cm⁻³;Avaliar a influência da intensidade de preparo do solo sobre a densidade do solo em sistema com fava.;MT resultou em menor densidade do solo na camada superficial, contribuindo para melhor estrutura física.
158;2022;10.3390/agronomy12112873;Popolizio et al. (2022) – Investigating the Spatial Structure of Soil Hydraulic Properties in a Long-Term Field Experiment Using the BEST Methodology;Itália (CREA-AA, Bari, Apúlia);Minimum Tillage (MT);Conventional Tillage (CT);Fine, mesic, Typic Chromoxerert;Não especificado;0–10;Plant Available Water Capacity (PAWC);0,28;0,03;72;;;;#VALOR!;cm³ cm⁻³;Estimar a capacidade de água disponível para plantas com base na curva de retenção estimada (BEST).;Todos os valores observados foram >0.20 cm³ cm⁻³, indicando boa disponibilidade hídrica.
158;2022;10.3390/agronomy12112873;Popolizio et al. (2022) – Investigating the Spatial Structure of Soil Hydraulic Properties in a Long-Term Field Experiment Using the BEST Methodology;Itália (CREA-AA, Bari, Apúlia);No-Tillage (NT);Minimum Tillage (MT);Fine, mesic, Typic Chromoxerert;Não especificado;0–10;Erosion Rate (ER);1008;0,05;72;;;;#VALOR!;g cm⁻³;Caracterizar propriedades físicas do solo sob manejo conservacionista em experimento de longo prazo.;Valores indicam boas condições físicas, dentro da faixa ideal (0.9–1.2 g cm⁻³).
159;2020;10.25165/j.ijabe.20201305.5480;Wang et al. (2020) – Quantification of traffic-induced compaction based on soil and agricultural implement parameters;China (Zhuozhou, Hebei);No-Tillage (NT);Minimum Tillage (MT);Loam;Não especificado;0–20;Erosion Rate (ER);1455;0,02;3;1100;0,02;3;#VALOR!;g cm⁻³;Quantificar a compactação induzida por tráfego agrícola com base em parâmetros do solo e do ma;
160;2023;10.3390/agronomy13020394;Sun et al. (2023) – Soil Compaction and Maize Root Distribution under Subsoiling Tillage in a Wheat–Maize Double Cropping System;China (Jiaozhou, Shandong Province);9 compactions â€“ Revo M904;0 compactions â€“ controle;Tidal Soil;Não especificado;20–30;Erosion Rate (ER);1,4;0,05;3;1,47;0,06;3;#VALOR!;g cm⁻³;Investigar os efeitos integrados da subsolagem no trigo e milho sobre a densidade do solo, crescimento e distribuição radicular e produtividade.;ST + STOR reduziu significativamente a densidade do solo em 4,52% na profundidade de 20–30 cm em relação ao controle.
